taxYear,stateAbbrev,postcode,nIndividuals,nIndividualsWithTaxableIncomeOrLoss,taxableIncomeOrLossDollars,nIndividualsWithTaxOnTaxableIncome,taxOnTaxableIncomeDollars,nIndividualsWithNetTax,netTaxDollars,nIndividualsWithHelpDebt,helpDebtDollars,nIndividualsWithSalaryOrWages,salaryOrWagesDollars,nIndividualsWithTaxWithheldFromSalaryOrWages,taxWithheldFromSalaryOrWagesDollars,nIndividualsWithAustralianGovernmentAllowancesAndPayments,australianGovernmentAllowancesAndPaymentsDollars,nIndividualsWithAustralianGovernmentPensionsAndAllowances,australianGovernmentPensionsAndAllowancesDollars,nindividualsWithSuperIncomeTaxed,superIncomeTaxedDollars,nIndividualsWithSuperIncomeUntaxed,superIncomeUntaxedDollars,nIndividualsWithTotalIncomeOrLoss3,totalIncomeOrLoss3Dollars,nIndividualsWithWorkRelatedSelfEducationExpenses,workRelatedSelfEducationExpensesDollars,nIndividualsWithGiftsOrDonations,giftsOrDonationsDollars,nIndividualsWithTotalDeductions3,totalDeductions3Dollars,nIndividualsWithEmployerSuperannuationContributions,employerSuperannuationContributionsDollars,nIndividualsWithGrossRent,grossRentDollars,nIndividualsWithNetRentProfit,netRentProfitDollars,nIndividualsWithNetRentLoss,netRentLossDollars,nIndividualsWithLowAndMiddleIncomeTaxOffset,lowAndMiddleIncomeTaxOffsetDollars,nIndividualsWithPrivateHealthInsurance,nIndividualsWithPrivateHealthInsuranceAustGovRebateReceived,privateHealthInsuranceAustGovRebateReceivedDollars
2018/2019,VIC,3537,589,578,27958338,460,5252166,416,4949152,21,89891,372,16719483,348,3631360,31,193518,50,597418,6,82606,5,145315,583,29777763,9,7412,136,30403,377,1276052,54,447829,64,919874,44,339837,21,-113464,404,297443,332,300,228782
2018/2019,VIC,3540,166,159,8468816,131,1878104,118,1682065,1,4225,97,3729502,90,738251,21,181201,14,199924,1,15000,0,0,165,9227816,1,38,43,12020,111,671000,9,67274,14,225898,6,30462,8,-14114,109,82291,85,77,60500
2018/2019,VIC,3542,107,105,4209450,82,762973,71,612198,1,1093,44,1568416,41,288199,5,43800,8,101180,1,1910,3,64117,105,4508353,2,994,11,4089,58,298903,3,5810,7,102240,5,50982,2,-2361,69,46421,65,58,47796
2018/2019,VIC,3544,143,141,5699758,117,909496,100,812428,3,16277,82,3264723,78,666291,14,109592,18,295173,0,0,1,17046,142,6053773,1,2577,16,3685,91,340328,2,8300,12,102267,5,22324,7,-13922,104,75214,73,61,50134
2018/2019,VIC,3546,257,254,11287555,210,2161450,176,1965280,6,15758,146,6622474,140,1463299,14,135768,14,172612,0,0,2,56897,255,12451835,3,11402,45,15394,175,1124556,16,99057,35,574196,25,101276,10,-50163,180,134507,159,143,104424
2018/2019,VIC,3549,2240,2177,108831303,1770,22645842,1583,22007805,38,146623,1702,70681788,1663,14576711,114,757000,97,1146652,1,1990,7,170628,2181,116558846,44,72051,370,220275,1503,7211301,195,1024882,211,4108727,116,1323231,97,-458953,1466,1026342,808,717,493873
2018/2019,VIC,3550,23500,23338,1288816040,19302,266244619,17444,267574794,1622,6419748,18561,1004951509,18049,242281114,2418,15741247,1470,17318715,186,2709439,362,10191019,23357,1346951625,876,1719526,8003,5846119,17880,57251555,2597,18952570,3065,52099701,1465,11222547,1613,-10396025,16453,12303465,11483,9785,6841146
2018/2019,VIC,3551,19748,19594,1123681340,16402,232712601,15152,234719382,1125,4027857,15948,926290396,15447,224836284,1035,6086767,931,10644276,156,1754054,247,7429523,19630,1172363641,655,1099234,7016,1855294,15421,46863459,2428,15923590,2759,39994567,1199,7760561,1581,-9191171,14216,10861110,10704,9264,6229588
2018/2019,VIC,3552,201,196,11594144,157,2563481,145,2569970,11,36243,137,8415386,135,2244076,4,31232,6,49031,1,57505,5,144658,199,12244665,4,25186,54,16368,139,587816,23,221183,50,920103,17,113550,33,-270881,132,105079,122,115,77239
2018/2019,VIC,3554,74,74,4052148,60,835708,59,848623,5,23265,48,2771742,48,710365,1,1223,6,39341,1,5912,2,48866,72,4325442,3,5574,16,4022,57,268969,8,73084,9,174029,6,40615,3,-7922,52,39720,41,39,32139
2018/2019,VIC,3555,10917,10836,529545630,9033,96522977,8191,95469538,620,2115652,8689,444129691,8494,99350636,1042,6635255,781,9160681,68,910345,174,4927923,10853,549785960,315,493611,3878,859724,8390,19732741,995,5901344,1080,16710775,534,3565361,563,-2949059,8023,6116273,4421,3892,2574672
2018/2019,VIC,3556,7130,7074,333641270,5953,58340172,5384,57595669,349,1146096,5920,289547039,5774,63516526,798,5211566,504,6261438,36,332396,73,1939125,7079,346582535,200,239788,2473,442640,5510,12705268,603,3500124,608,8492752,317,1788560,296,-1618265,5327,4032261,2300,2026,1280741
2018/2019,VIC,3557,500,492,27026502,415,5593968,382,5528170,14,35440,389,20431986,376,4695554,41,293550,23,252466,5,106714,9,237172,495,28307505,11,12571,154,18438,375,1200875,51,288978,59,862712,31,185223,29,-276574,354,264090,255,222,151123
2018/2019,VIC,3558,510,500,24734243,386,5036639,335,4783611,17,59207,303,15702387,294,3585108,36,221776,49,559659,6,272767,8,59791,502,26091761,7,24519,124,20104,326,1077135,33,204436,65,954012,36,271424,30,-180599,323,236891,264,238,205134
2018/2019,VIC,3559,305,292,13151239,230,2699054,200,2636341,11,36230,192,9552903,186,2238373,18,152587,16,251253,1,50634,1,7284,300,14175334,9,17233,65,15673,187,738034,13,85001,29,361324,18,130114,11,-56119,201,134605,168,144,113033
2018/2019,VIC,3561,2582,2533,113157121,1993,20679817,1751,20197803,85,306453,1823,87305306,1774,19314262,212,1281265,163,1947907,11,237044,10,311559,2563,120493619,79,122489,692,125651,1805,5862645,202,1522469,305,4010432,188,987451,116,-533612,1722,1264115,1212,1073,756239
2018/2019,VIC,3562,158,154,6493873,120,1234436,110,1219714,2,3553,117,5941630,108,1353017,4,31273,3,40189,0,0,1,20117,156,6826584,8,13386,40,11076,115,298455,7,69420,19,312299,11,95101,8,-48528,111,79849,78,64,50513
2018/2019,VIC,3563,465,455,19016494,357,3243009,309,3038383,11,39806,326,14121662,309,2899269,52,306894,36,457966,1,8808,2,44608,462,20071411,12,15031,122,40693,327,921225,27,182860,49,560340,21,71734,26,-101152,310,228766,197,182,128174
2018/2019,VIC,3564,9950,9859,506310068,8178,99095031,7324,98585905,356,1298752,7768,391044682,7526,88775576,793,4921491,710,8583512,67,978716,68,1648304,9895,531578901,367,681317,2716,894610,7525,23982993,929,6295611,1128,19497957,555,4254286,584,-3901243,7040,5212775,4155,3607,2453221
2018/2019,VIC,3565,56,54,2741911,48,564951,38,552693,1,1093,44,2427300,43,585991,6,39054,6,86000,1,1094,1,39120,56,2862367,1,8660,10,1658,37,88001,4,11746,5,64971,1,293,4,-119912,39,29093,17,13,7935
2018/2019,VIC,3566,315,308,11997855,245,2038553,199,1929237,8,20119,203,9118129,191,1956284,38,332716,27,363521,2,8595,6,143503,311,12906129,8,5322,65,16633,207,771814,21,160204,27,340561,17,81931,10,-41910,204,136968,125,106,81745
2018/2019,VIC,3567,374,365,13988765,289,2604372,250,2507814,5,20847,240,11475160,232,2448891,30,209307,26,326150,2,8488,2,23917,370,14861927,10,13732,67,11167,240,740116,24,120849,66,753269,38,172844,26,-83217,255,185879,193,167,142539
2018/2019,VIC,3568,1560,1536,73269954,1225,14357014,1074,14042403,45,178960,1093,51355822,1053,11219560,133,930468,118,1360204,6,67517,12,371118,1558,77621877,49,98655,335,72047,1114,3613914,125,939487,154,1593598,90,339307,62,-266648,1056,772301,725,645,488369
2018/2019,VIC,3570,429,423,19766181,330,3614592,295,3533663,9,36234,312,13619777,292,2947766,43,244526,31,411952,3,42361,2,45714,425,20958424,11,15818,114,29614,293,1118503,30,138484,47,775773,27,282361,21,-134813,288,213934,190,168,121619
2018/2019,VIC,3571,202,195,7683438,150,1320904,129,1128778,11,27592,107,4552845,103,1011633,22,186821,17,193554,1,12000,0,0,198,8205826,6,9861,42,22159,119,372934,8,41704,20,439147,11,95253,9,-58945,127,92855,112,102,86051
2018/2019,VIC,3572,164,156,8344707,128,1761415,120,1725993,7,29519,118,6922241,114,1784203,10,60225,2,15610,1,2589,0,0,160,9466817,1,5150,47,19930,117,726127,9,36855,9,191280,1,194,10,-118468,116,81052,95,80,57687
2018/2019,VIC,3573,198,196,8105104,161,1480717,139,1358144,4,12016,112,4574615,104,963454,12,59532,15,232840,0,0,1,42546,197,8565834,1,416,37,6181,121,438635,7,107931,19,365871,15,144646,5,-10041,138,98516,102,100,84519
2018/2019,VIC,3575,445,437,20077739,354,3716993,303,3377582,7,21173,286,11748031,268,2458740,58,422883,28,381389,4,34547,1,18471,444,21334042,6,19327,83,16558,275,904230,28,250809,33,517230,26,207890,7,-49970,297,212318,191,173,134596
2018/2019,VIC,3579,2900,2837,126683095,2266,23067775,1924,22200275,76,281002,1996,88264481,1910,18439182,264,1892415,254,3133226,15,242173,19,539700,2880,134509809,68,102034,576,220650,1997,5831055,258,1654398,327,3883189,194,1075828,130,-644931,1924,1362770,1277,1139,828725
2018/2019,VIC,3580,579,573,22253117,446,3610965,381,3412598,16,57370,416,17849525,405,3628490,62,405570,76,952511,3,52071,1,10888,576,23422057,9,16734,105,34260,399,1022404,48,220669,54,709771,34,173500,20,-77712,388,270160,217,201,134823
2018/2019,VIC,3581,102,99,4676118,84,879489,76,860774,3,14035,70,3761002,69,863473,9,52349,7,99203,1,1316,2,98679,101,4932858,2,5066,23,4279,68,249540,11,63402,14,292936,9,88041,5,-37699,76,56559,48,40,27614
2018/2019,VIC,3583,84,81,3436239,65,564697,58,553690,1,4746,61,2712863,60,547084,6,19339,3,36890,0,0,1,22400,82,3612166,2,4041,17,9867,51,124382,3,16941,6,132121,6,46963,0,0,58,42725,23,20,8065
2018/2019,VIC,3584,596,585,26592588,466,4700540,416,4523880,25,66543,416,19141848,399,4050295,57,328168,55,665102,6,103920,3,125707,592,28323354,11,17378,91,19885,403,1609421,43,298434,98,1249281,64,376811,32,-129800,411,302915,246,230,158345
2018/2019,VIC,3585,7081,6998,370690883,5928,74269363,5341,73793901,306,1073241,5465,267301080,5294,58363737,518,3335030,446,5448499,33,441533,42,1045095,7035,390222771,322,480193,1333,741872,5338,18510125,677,4879734,790,11267189,453,3034191,347,-1743493,5120,3830586,3023,2670,1888441
2018/2019,VIC,3586,307,302,14084966,255,2537979,225,2477762,8,26388,214,10383781,205,2194175,27,206101,10,139631,1,3768,1,13474,303,14730953,14,11301,44,10928,212,634747,31,201452,34,428866,23,131846,9,-33204,224,164498,122,98,64004
2018/2019,VIC,3588,201,200,8800461,166,1463629,151,1393100,5,17913,158,6969832,155,1409862,20,121518,20,184390,0,0,0,0,200,9212256,4,2842,34,10525,152,411795,13,81259,11,129178,7,33893,4,-11671,148,109873,61,57,32616
2018/2019,VIC,3589,189,187,10179574,153,2121858,141,2056861,8,33939,124,5370683,119,1076782,13,80387,8,118352,1,44254,0,0,187,10945760,11,9718,24,8045,130,739966,12,58135,23,338983,17,146154,6,-24982,125,93279,81,71,49346
2018/2019,VIC,3590,185,180,10195400,151,2223320,130,2078179,6,13914,138,6618380,129,1447627,10,57361,7,110535,1,16394,0,0,180,10716797,9,12054,34,15320,132,520924,24,171004,31,417961,23,117286,8,-32634,129,89919,96,78,60807
2018/2019,VIC,3591,99,99,5006266,81,951693,73,923431,1,6733,74,3878985,71,870990,7,42529,6,65441,1,9954,0,0,99,5372622,0,0,19,4609,75,366356,9,56581,10,107076,6,11296,4,-32476,68,46292,36,32,21755
2018/2019,VIC,3594,352,349,14964294,292,2485815,247,2415798,8,25021,286,12429472,277,2558195,24,158387,28,352974,2,3380,4,87379,349,15699519,16,10028,45,10437,247,712252,48,296366,29,200393,15,56483,14,-38520,250,179855,93,78,52760
2018/2019,VIC,3595,300,297,11561256,231,1767214,195,1696462,3,8984,233,9736393,227,2017313,44,308729,29,374699,1,11392,4,94714,298,12311241,6,3889,54,15382,213,646040,12,41333,26,288648,18,65610,8,-31640,201,140396,75,68,44904
2018/2019,VIC,3596,84,83,7089338,58,2197590,55,1998079,0,0,53,1978223,50,395220,7,38109,3,39938,0,0,0,0,83,7398360,0,0,7,282,49,309022,9,61468,11,130131,10,42190,1,-9674,50,34738,38,33,27595
2018/2019,VIC,3597,256,251,14204357,222,3167327,201,3011608,7,28268,186,8867570,175,1933920,9,42161,11,162289,0,0,0,0,252,15275676,6,3742,43,10849,188,1068471,23,147359,20,486471,10,67933,10,-195481,190,153426,115,95,74359
2018/2019,VIC,3599,72,70,4085868,62,837603,57,819412,3,12461,49,2525945,45,555784,1,357,3,60089,0,0,0,0,72,4308166,0,0,11,2551,54,216936,3,8792,6,62708,5,18753,1,-1076,54,46329,33,31,20655
2018/2019,VIC,3607,65,63,3600534,55,724439,52,739278,2,6149,53,2751788,47,632670,6,53323,3,49495,1,14129,1,31242,63,3751574,3,6948,21,6276,49,151040,3,22587,14,267184,4,77450,10,-27837,45,35311,22,18,13312
2018/2019,VIC,3608,1498,1483,79094339,1259,15730161,1108,15621172,72,250911,1108,59956041,1070,13953432,99,530086,118,1567067,18,82809,33,1008859,1487,83089493,34,62563,539,112887,1142,3669694,127,870321,196,2849483,107,832343,91,-394253,1079,814869,715,628,449455
2018/2019,VIC,3610,777,759,36253968,626,6716732,547,6557382,20,91368,580,29589396,544,6666910,85,580730,55,654197,6,68815,15,420370,766,38658959,21,42977,254,46889,567,2104158,75,477814,117,1315491,47,250898,65,-437915,545,377630,320,288,208639
2018/2019,VIC,3612,836,829,37858192,661,6810366,571,6646408,21,80051,616,29888116,595,6622682,71,485474,79,926132,5,43155,9,281810,833,39654096,21,36743,256,56085,639,1693188,49,204504,78,1262884,41,335619,39,-141584,568,419682,261,237,162670
2018/2019,VIC,3614,585,574,30583087,485,6012543,441,6052420,30,97819,467,26287878,456,6168916,37,276770,26,247560,4,80495,4,112999,578,32128561,19,25466,225,41431,446,1324575,54,376473,89,1331476,31,121198,58,-354704,422,327031,246,207,142799
2018/2019,VIC,3616,3188,3141,157226711,2617,30093170,2311,29929870,130,436525,2443,130053214,2368,29816756,257,1772803,210,2436780,24,341018,25,605222,3163,165190608,107,168610,1275,365633,2458,7475389,309,1985505,387,5529248,208,1681913,186,-1132712,2239,1673516,1471,1279,927601
2018/2019,VIC,3617,90,86,3336017,68,561473,58,544975,1,4985,55,2760731,56,614833,8,36753,5,88480,0,0,0,0,88,3540207,1,500,34,9305,57,185408,5,44956,10,117876,6,45780,4,-6252,60,40599,56,50,38386
2018/2019,VIC,3618,375,372,14926705,297,2598379,265,2561429,8,16259,283,14092873,279,3099548,45,349292,18,257564,0,0,3,71863,373,15719431,8,18466,113,14036,270,715864,27,161240,42,525149,25,109128,17,-77932,270,182422,118,109,78961
2018/2019,VIC,3619,110,109,4911332,85,885326,74,870087,3,14960,76,3926822,71,864989,6,36353,12,124210,0,0,1,49912,109,5201733,4,7238,31,18424,80,290401,7,66273,19,247544,10,80933,9,-46195,75,55104,51,45,31047
2018/2019,VIC,3620,4606,4548,209740571,3693,37761290,3270,37301516,184,646562,3535,175084715,3436,38516070,420,2796720,319,4052502,25,331511,30,569785,4575,220946587,151,282048,1407,417945,3424,10308414,392,2817112,557,7857314,303,2186848,260,-1210009,3259,2421439,1827,1578,1112392
2018/2019,VIC,3621,1322,1307,57012743,1071,9934454,951,9680175,40,154129,1061,50709396,1041,10962634,132,971134,89,1140891,6,89872,3,91801,1317,60448974,43,64458,377,66982,997,2826615,97,630986,136,1399477,64,294441,72,-240753,922,672360,397,347,224085
2018/2019,VIC,3622,231,218,9547491,168,1858771,148,1861431,7,25496,159,8172629,155,1872426,18,134438,19,263933,1,9079,1,3334,226,10307839,8,20902,43,22042,150,417392,20,115795,22,330278,13,61324,9,-115867,144,106975,92,77,57668
2018/2019,VIC,3623,513,501,21078451,385,3761100,326,3689397,20,77372,361,17757467,346,4093906,55,438950,55,720041,4,37621,2,44433,509,22413051,11,19950,128,21357,328,873166,45,311665,39,387054,17,48326,24,-97283,320,229364,186,163,124992
2018/2019,VIC,3624,294,286,11507550,225,1831455,188,1751165,10,26303,212,9332861,203,2001198,42,324435,25,361662,3,8222,4,22597,293,12223841,4,8060,72,26422,195,517767,20,101669,28,257473,12,54233,16,-41848,191,141815,114,100,71804
2018/2019,VIC,3629,4987,4933,224591861,4128,39844111,3663,39198004,184,606685,4074,195736715,3977,42423068,542,3815684,357,4437606,18,257997,32,900775,4946,235853439,228,414411,1631,406303,3840,10922874,389,2331495,446,6502571,183,1376264,264,-1539614,3603,2659983,1598,1370,980337
2018/2019,VIC,3630,17201,17060,853896485,14207,164234740,12729,164005824,784,2790356,14093,690533455,13741,153968735,1843,12813029,1173,14214538,84,1025476,101,2103354,17087,896254427,728,1504945,5512,3515754,13256,41431283,1574,11805974,1925,29365617,887,6181514,1059,-6370653,12314,8984913,5940,5071,3613361
2018/2019,VIC,3631,7673,7612,423330426,6455,86758354,5836,87223354,360,1379720,6042,330244234,5841,77395834,468,2842091,341,4066999,37,858508,38,897459,7635,445664345,335,700664,2478,749164,5903,21382596,821,6444029,1235,20756692,531,3751614,708,-5126735,5543,4126464,3985,3361,2438213
2018/2019,VIC,3632,289,284,14389573,222,2836874,195,2855472,7,46825,198,9886831,191,2111423,14,127717,25,264022,1,468,2,74507,287,14965636,7,16825,65,11702,202,509001,31,251581,52,1057795,29,268485,24,-187725,179,130597,154,135,100345
2018/2019,VIC,3633,415,406,19722800,331,3667756,284,3569794,15,37040,310,15747357,295,3567781,23,199651,20,246172,2,1621,2,66822,414,20869426,18,25389,118,25258,304,1048972,37,292427,70,1083358,36,294591,34,-133310,276,214878,194,170,129859
2018/2019,VIC,3634,1155,1128,49511287,906,9076086,805,8937220,39,103940,858,44281021,840,9869266,96,696382,63,634279,5,78726,3,130645,1144,52700432,40,76787,350,89409,856,2732983,115,715278,152,2039119,72,391051,78,-389381,810,603115,518,460,336750
2018/2019,VIC,3635,311,302,12833369,245,2320565,222,2246111,8,29378,232,11874745,229,2569980,29,211226,16,199393,3,41524,1,35824,308,13733822,13,26538,86,22494,218,692328,21,130300,39,530035,22,80958,18,-159684,224,172694,100,95,67846
2018/2019,VIC,3636,2920,2877,127854472,2277,23462732,2021,23193734,109,322392,2138,105864525,2075,23237103,260,1841434,262,3265382,19,171908,28,608354,2909,136277014,100,184131,824,335434,2132,6817852,237,1563146,354,5152414,173,1034722,183,-975956,1976,1482722,1067,958,709008
2018/2019,VIC,3637,336,325,12501538,243,2139463,220,2025277,10,24309,224,9961350,218,2161999,32,247949,18,160996,2,17126,1,25571,332,13298835,13,21647,64,15089,206,609160,18,103018,37,439025,16,78614,21,-91142,227,160344,127,112,80854
2018/2019,VIC,3638,1175,1145,53695639,907,10383887,813,10277973,44,184646,867,41135720,840,8861390,99,674428,78,1003178,11,141400,14,416266,1164,56545061,39,70359,344,99872,861,2385707,104,890135,118,1551831,60,317341,58,-328208,801,582202,524,463,338833
2018/2019,VIC,3639,292,283,10852653,216,1811594,191,1701926,6,16528,206,8855539,199,1898117,35,248062,18,163891,0,0,1,20594,287,11493928,4,7077,72,9214,191,562376,18,61543,13,79276,8,20868,5,-8650,196,139015,103,93,62113
2018/2019,VIC,3640,658,641,25432759,514,4608904,461,4486077,12,38617,466,20722117,450,4357924,75,607961,40,444780,1,973,2,43075,652,27179658,21,27099,149,36274,450,1451627,37,235334,74,883654,37,180230,38,-195888,432,290173,242,218,148951
2018/2019,VIC,3641,681,669,29429566,537,5563357,482,5516887,10,29751,516,25535341,501,5638769,81,625908,35,453951,5,30563,3,45542,673,30997334,20,34224,183,31623,481,1493682,65,476639,63,737238,32,143905,29,-231015,481,353385,227,198,137319
2018/2019,VIC,3644,5007,4931,232382915,4014,43768087,3574,43219511,142,508514,3850,186103764,3707,41429267,384,2558742,361,4489779,31,474396,34,1081704,4958,245271159,140,320514,1363,326794,3634,11949608,423,3144803,584,8083558,324,2144701,266,-1493734,3452,2535084,1880,1642,1141133
2018/2019,VIC,3646,356,350,16098824,267,3010311,237,2834383,18,69580,236,12116914,231,2799534,33,177794,24,247642,2,15935,2,17673,353,16937007,16,20975,87,23645,234,805439,30,230398,42,701254,23,184864,20,-81250,236,180784,161,143,101957
2018/2019,VIC,3649,280,269,11345352,223,1896843,188,1816282,8,26274,195,8538014,186,1825045,37,310412,21,287200,1,949,2,55206,278,12290931,7,16546,71,10272,185,584788,16,53545,28,376366,15,166613,13,-83085,189,133765,116,94,68231
2018/2019,VIC,3658,3580,3545,195870089,2968,39660908,2718,39356412,160,558125,2928,167722398,2863,40399016,253,1592913,174,1992799,38,518647,39,1280811,3555,204948518,110,208019,1321,965773,2734,8713131,314,2114785,381,5136154,161,860526,223,-1543493,2628,1967443,1282,1107,676651
2018/2019,VIC,3659,427,422,24347245,343,5293840,314,5298699,13,45477,331,18662155,318,4550205,32,208185,18,180880,4,159176,7,773591,425,25624019,10,23499,144,235135,323,1213705,40,351005,67,1067234,37,244535,30,-159321,285,207300,207,176,132675
2018/2019,VIC,3660,4050,4006,201918957,3360,38327181,3007,37582822,153,501454,3168,162947683,3087,36945800,348,2241210,278,3169701,41,562772,146,4162325,4015,209805844,123,179319,1352,477090,3019,7749624,394,2572404,448,6713210,270,1926611,179,-876407,2908,2155347,1548,1339,932845
2018/2019,VIC,3661,111,110,6045009,84,1313797,73,1285830,3,15439,68,4164063,63,1149931,6,42838,13,154983,1,9300,10,283017,110,6439503,1,8750,29,67500,75,394494,13,109141,19,307207,10,72044,9,-36507,64,51611,56,51,39943
2018/2019,VIC,3662,519,515,34277662,467,7318987,452,7079430,47,150166,497,35231864,494,8396422,9,36623,2,20072,5,7576,8,317806,515,35836524,30,44011,194,39523,468,1518933,13,55445,102,1334973,20,44747,82,-530745,441,379052,160,121,86379
2018/2019,VIC,3663,113,113,5678143,88,1096180,83,1102186,8,23041,90,4628641,87,1084875,7,51793,5,63074,1,7190,0,0,113,5941925,5,5250,32,8874,81,263782,10,85724,7,56955,2,5858,5,-7659,76,58766,50,42,31353
2018/2019,VIC,3664,668,656,35291035,527,7373230,470,7418858,24,63416,487,25859690,472,5971498,36,216014,51,578598,8,112699,14,440452,662,37130914,18,54219,225,209070,482,1645295,59,544292,77,1356275,53,557962,24,-73968,446,321710,314,273,206804
2018/2019,VIC,3665,203,200,9469551,169,1747992,146,1685843,7,26595,138,6038900,134,1322978,13,99126,16,224369,2,11146,2,78183,203,10021724,6,5120,36,16769,139,515532,18,120508,19,260201,13,89073,5,-25929,142,95155,96,86,64032
2018/2019,VIC,3666,2745,2713,124006089,2106,23616581,1820,23065989,95,300256,1839,89715859,1759,20125185,178,1135377,234,2914671,22,375180,42,1431847,2737,131288234,75,126435,740,427274,1928,6274523,206,1501826,324,5243231,182,1809491,143,-679961,1774,1285436,1374,1231,948489
2018/2019,VIC,3669,783,769,31865109,544,6020149,472,5811015,20,74120,488,23003960,469,5151033,68,436247,59,674404,2,397,7,241279,775,33877568,13,20190,165,64243,490,1771269,56,399284,108,1384575,54,427036,52,-318848,477,340027,294,267,196686
